NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
ASTORIA,01 ONE FAMILY DWELLINGS,1,685,30,A1,1,0,1,"6,000","2,127",1925,1,A1,"2,250,000",3/15/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,689,2,A5,1,0,1,"1,900","1,264",1930,1,A5,"835,000",11/30/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,698,36,A1,1,0,1,"2,492","1,880",1954,1,A1,"1,031,000",1/3/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,715,51,A2,1,0,1,"1,900",802,1955,1,A2,0,3/23/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,720,21,A5,1,0,1,"1,800","1,584",1940,1,A5,"1,100,000",10/18/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,727,147,A5,1,0,1,"2,100","2,142",1940,1,A5,0,7/14/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,728,142,A5,1,0,1,"1,650",764,1901,1,A5,0,12/8/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,730,2,A5,1,0,1,"1,800","1,764",1945,1,A5,"1,125,000",9/8/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,730,56,A9,1,0,1,"2,200","1,883",1945,1,A9,"1,130,000",10/3/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,730,80,A5,1,0,1,"2,000","1,925",1945,1,A5,0,1/26/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,730,85,A5,1,0,1,"2,000","1,925",1945,1,A5,"1,150,000",8/3/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,732,15,S1,1,1,2,"2,525","1,584",1920,1,S1,"1,100,000",3/15/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,744,105,A5,1,0,1,"1,620","1,566",1939,1,A5,0,1/11/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,759,43,A1,1,0,1,"2,000","1,008",1920,1,A1,"846,000",8/18/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,761,14,A5,1,0,1,"3,925","1,296",1940,1,A5,0,7/20/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,761,46,A0,1,0,1,845,455,1930,1,A0,"499,995",6/29/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,761,67,A2,1,0,1,"1,697",652,1920,1,A2,"450,000",8/7/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,763,11,A5,1,0,1,"2,826","1,633",1950,1,A5,0,6/8/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,768,11,A2,1,0,1,"2,120",700,1950,1,A2,0,3/10/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,772,3,A5,1,0,1,"1,800","1,633",1940,1,A5,"1,275,000",8/1/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,772,81,A5,1,0,1,"1,746","1,633",1940,1,A5,0,10/31/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,786,149,A5,1,0,1,"2,000","1,440",1940,1,A5,"1,292,000",8/9/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,787,28,A5,1,0,1,"2,100",903,1940,1,A5,0,4/3/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,787,44,A5,1,0,1,"2,000","1,320",1940,1,A5,0,5/25/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,797,134,A5,1,0,1,"1,500",900,1900,1,A5,0,12/19/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,798,14,A5,1,0,1,"1,600","1,144",1900,1,A5,"875,000",8/14/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,798,38,A5,1,0,1,"2,500","1,892",1920,1,A5,0,10/17/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,799,59,A1,1,0,1,"2,500","1,320",1930,1,A1,0,5/9/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,803,8,S1,1,1,2,"2,500","2,500",1930,1,S1,0,2/11/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,808,16,A5,1,0,1,"2,000","1,575",1930,1,A5,"950,000",1/24/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,808,43,A5,1,0,1,"2,000","1,490",1930,1,A5,0,10/28/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,808,123,A5,1,0,1,"2,000","1,675",1930,1,A5,"950,000",1/23/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,820,38,A2,1,0,1,"1,500","1,035",1930,1,A2,"850,000",6/26/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,822,57,A5,1,0,1,"2,000","1,780",1940,1,A5,0,2/20/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,823,44,A5,1,0,1,"2,000","1,240",1925,1,A5,0,2/2/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,823,165,S1,1,1,2,"1,800","2,016",1925,1,S1,0,4/11/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,828,31,A5,1,0,1,"2,200","1,232",1935,1,A5,0,8/3/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,828,57,A5,1,0,1,"2,200","1,232",1935,1,A5,"872,000",6/30/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,837,103,A1,1,0,1,"1,500","2,001",1935,1,A1,"890,000",7/26/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,837,302,A1,1,0,1,"1,073","1,848",1935,1,A1,"710,000",7/6/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,845,45,A5,1,0,1,"2,000","1,760",1920,1,A5,"1,025,000",12/19/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,849,26,A5,1,0,1,"1,600",960,1945,1,A5,"650,000",10/3/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,859,77,A5,1,0,1,"1,600",960,1945,1,A5,"1,136,000",10/27/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,860,48,A5,1,0,1,"1,600",960,1930,1,A5,0,1/12/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,864,32,A5,1,0,1,"2,000","1,344",1925,1,A5,0,11/13/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,864,131,A5,1,0,1,"2,000","1,344",1925,1,A5,"1,295,000",5/1/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,865,126,A5,1,0,1,"2,000","1,344",1920,1,A5,0,11/8/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,867,57,A5,1,0,1,"2,000","1,340",1920,1,A5,"1,300,000",10/12/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,867,102,S1,1,1,2,"1,858","1,872",1920,1,S1,"1,085,000",10/26/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,867,107,A5,1,0,1,"2,000","1,340",1910,1,A5,"1,150,000",2/17/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,872,67,A9,1,0,1,"5,033",740,1925,1,A9,0,4/4/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,873,42,A5,1,0,1,"1,900","1,184",1950,1,A5,"1,330,000",2/10/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,875,39,A5,1,0,1,"2,000","1,340",1930,1,A5,"1,215,000",3/7/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,876,72,A5,1,0,1,"2,000","1,290",1930,1,A5,"1,290,000",5/24/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,876,87,A5,1,0,1,"2,060","1,314",1930,1,A5,"1,190,000",2/22/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,876,89,A5,1,0,1,"2,060","1,300",1930,1,A5,0,10/13/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,880,57,A5,1,0,1,"2,000","1,376",1925,1,A5,"1,050,000",10/6/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,883,14,A1,1,0,1,"1,388","1,120",1901,1,A1,"850,000",2/2/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,889,93,A5,1,0,1,"2,100","2,160",1950,1,A5,"1,235,000",11/30/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,890,187,A5,1,0,1,"2,072","1,604",1920,1,A5,0,5/25/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,891,81,A5,1,0,1,"1,085","1,152",1930,1,A5,"837,250",1/26/2023
ASTORIA,01 ONE FAMILY DWELLINGS,1,891,159,A5,1,0,1,"2,000","1,520",1930,1,A5,"940,000",1/12/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,510,46,B2,2,0,2,"7,776","2,300",1901,1,B2,"2,700,000",10/13/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,511,37,B1,2,0,2,"2,034","1,836",1930,1,B1,0,3/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,517,34,B3,2,0,2,"1,363","1,824",1901,1,B3,"1,200,000",6/5/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,521,31,B1,2,0,2,"1,279","2,301",1996,1,B1,"1,100,000",6/5/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,528,160,B2,2,0,2,"1,527","2,262",1996,1,B2,0,6/16/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,532,32,B3,2,0,2,"2,300","1,218",1930,1,B3,"999,900",7/18/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,533,28,B2,2,0,2,"2,117","1,672",1930,1,B2,0,6/26/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,533,28,B2,2,0,2,"2,117","1,672",1930,1,B2,0,10/30/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,534,26,S2,2,1,3,"1,900","3,100",1915,1,S2,0,8/30/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,535,38,B2,2,0,2,"3,913","1,572",1910,1,B2,0,9/21/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,538,1,B3,2,0,2,"2,500","1,348",1925,1,B3,"1,150,000",7/17/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,538,43,S2,2,1,3,"2,500","2,240",1910,1,S2,"2,050,000",10/24/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,547,23,B1,2,0,2,"2,500","1,600",1940,1,B1,10,8/9/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,549,32,B1,2,0,2,"2,158","2,770",1950,1,B1,"1,675,000",10/6/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,551,5,B1,2,0,2,"3,575","3,492",1915,1,B1,"2,000,000",6/29/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,552,17,B3,2,0,2,"1,675","1,665",1920,1,B3,0,9/12/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,562,12,B1,2,0,2,"2,870","2,703",1930,1,B1,"1,525,000",10/31/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,562,49,B1,2,0,2,"2,200","2,836",1950,1,B1,0,5/25/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,562,107,B1,2,0,2,"2,892","2,252",1930,1,B1,0,11/9/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,565,49,B3,2,0,2,"1,674","1,224",1945,1,B3,"951,000",10/11/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,568,2,B3,2,0,2,"1,875","1,468",1925,1,B3,"500,000",3/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,570,42,B3,2,0,2,"3,752","2,796",1931,1,B3,"1,740,000",9/27/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,578,40,B2,2,0,2,"6,050","1,872",1920,1,B2,"5,300,000",11/17/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,585,7,B1,2,0,2,"1,500","2,040",1960,1,B1,"1,580,000",9/6/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,586,1,B1,2,0,2,"2,118","2,080",1925,1,B1,"1,410,000",9/5/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,586,2,B1,2,0,2,"1,815","1,890",1925,1,B1,0,1/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,593,34,S2,2,1,3,"2,000","3,450",1988,1,S2,"1,133,210",9/14/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,597,89,B1,2,0,2,"1,575","1,600",1920,1,B1,"1,380,000",9/15/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,597,90,B2,2,0,2,"1,575","2,852",1920,1,B2,0,10/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,598,4,B2,2,0,2,"2,500","1,780",1901,1,B2,0,10/11/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,608,25,B1,2,0,2,"1,600","1,880",1920,1,B1,10,9/5/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,608,27,B1,2,0,2,"1,600","2,180",1920,1,B1,"1,150,000",9/5/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,611,157,B3,2,0,2,"1,881","1,724",1950,1,B3,0,12/8/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,612,16,B3,2,0,2,"1,800","1,530",1945,1,B3,"950,000",10/3/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,612,21,B1,2,0,2,"2,000","2,030",1945,1,B1,"1,850,000",4/27/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,614,27,B1,2,0,2,"1,802","1,624",1940,1,B1,0,7/3/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,614,130,B1,2,0,2,"1,802","1,634",1948,1,B1,0,8/30/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,619,143,B3,2,0,2,912,"1,128",1935,1,B3,"775,000",1/24/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,621,7,B1,2,0,2,"2,425","2,560",1930,1,B1,0,11/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,621,8,B1,2,0,2,"2,425","2,560",1930,1,B1,"1,510,000",6/15/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,622,63,B2,2,0,2,"2,500","1,260",1920,1,B2,"1,480,000",10/11/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,629,33,B1,2,0,2,"2,500","1,960",1925,1,B1,0,10/27/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,631,55,B1,2,0,2,"2,910","2,640",1930,1,B1,0,6/9/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,632,69,B2,2,0,2,"1,170","1,140",1910,1,B2,0,10/4/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,646,22,B2,2,0,2,"2,294","2,400",1910,1,B2,0,6/1/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,646,64,B2,2,0,2,"4,000","1,490",1910,1,B2,0,3/1/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,650,12,B1,2,0,2,"2,500","3,520",1930,1,B1,"1,650,000",10/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,650,65,B1,2,0,2,"2,500","4,080",1930,1,B1,0,4/25/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,651,27,B1,2,0,2,"2,500","2,720",1925,1,B1,0,4/13/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,652,18,B1,2,0,2,"2,500","2,832",1901,1,B1,10,7/10/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,652,19,B3,2,0,2,"2,500","2,637",1901,1,B3,0,9/22/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,653,48,S2,2,1,3,"2,120","3,540",1916,1,S2,0,9/6/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,653,94,B2,2,0,2,"2,521","1,980",1910,1,B2,"1,325,000",2/24/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,654,87,S2,2,1,3,"1,781","3,600",1920,1,S2,"1,700,000",6/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,655,55,B2,2,0,2,"2,500","2,028",1910,1,B2,0,4/4/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,656,19,B1,2,0,2,"2,743","2,560",1920,1,B1,0,8/1/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,659,40,B3,2,0,2,"1,424","1,395",1940,1,B3,"1,060,000",6/28/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,660,30,B2,2,0,2,"2,493","2,244",1910,1,B2,0,5/15/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,660,57,S2,2,1,3,"2,295","5,500",1930,1,S2,"4,300,000",4/14/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,661,26,B2,2,0,2,"2,503","1,546",1910,1,B2,"495,000",7/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,677,44,B3,2,0,2,"1,858","1,460",1910,1,B3,"598,985",6/22/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,678,69,B1,2,0,2,"3,100","1,980",1950,1,B1,0,6/28/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,679,12,B9,2,0,2,"2,500","1,668",1910,1,B9,0,5/25/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,679,14,B3,2,0,2,"2,500","2,640",1910,1,B3,0,5/25/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,680,64,B2,2,0,2,"2,500","2,200",1910,1,B2,"990,000",3/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,682,17,B1,2,0,2,"2,500","2,384",1925,1,B1,0,12/19/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,698,6,B2,2,0,2,"2,500","1,584",1890,1,B2,"900,000",3/13/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,698,7,B2,2,0,2,"2,500","2,502",1930,1,B2,"900,000",5/22/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,698,25,B2,2,0,2,"2,500","2,090",1920,1,B2,"1,150,000",2/15/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,701,51,B1,2,0,2,"2,575","1,980",1930,1,B1,0,10/14/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,702,24,B2,2,0,2,"2,650","1,721",1910,1,B2,0,6/15/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,708,9,B1,2,0,2,"3,000","3,280",1930,1,B1,"47,000",5/25/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,708,9,B1,2,0,2,"3,000","3,280",1930,1,B1,"50,000",8/25/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,708,24,B3,2,0,2,"3,025",880,1940,1,B3,0,3/7/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,708,50,B2,2,0,2,"2,500","3,166",1930,1,B2,"1,315,000",7/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,708,62,B3,2,0,2,"2,300","2,290",1940,1,B3,0,10/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,709,38,B2,2,0,2,"2,275","1,760",1920,1,B2,0,3/31/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,711,15,B1,2,0,2,"2,500","1,848",1890,1,B1,"988,800",7/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,711,32,B1,2,0,2,"1,620","1,825",1940,1,B1,"1,550,000",1/18/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,716,64,B1,2,0,2,"2,000","1,810",1925,1,B1,0,3/10/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,719,35,B1,2,0,2,"2,500","1,650",1920,1,B1,"1,200,000",10/18/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,719,38,B1,2,0,2,"2,500","1,650",1920,1,B1,"1,150,000",3/6/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,719,41,B1,2,0,2,"2,500","1,650",1920,1,B1,0,10/6/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,721,40,B1,2,0,2,"2,700","1,848",1925,1,B1,0,5/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,721,144,B3,2,0,2,"2,000","1,400",1935,1,B3,0,10/10/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,725,11,B2,2,0,2,"4,760","3,438",1920,1,B2,10,7/31/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,727,16,B1,2,0,2,"1,940","1,680",1920,1,B1,"1,210,000",10/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,727,42,S2,2,1,3,"1,553","2,235",1940,1,S2,"1,250,000",7/12/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,728,89,B2,2,0,2,"2,500","1,881",1901,1,B2,0,10/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,728,110,B1,2,0,2,"1,950","1,520",1950,1,B1,0,7/28/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,728,163,B1,2,0,2,950,"1,130",1950,1,B1,"815,000",8/24/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,729,38,B2,2,0,2,"2,500","2,337",1915,1,B2,0,5/8/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,729,38,B2,2,0,2,"2,500","2,337",1915,1,B2,0,5/9/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,729,38,B2,2,0,2,"2,500","2,337",1915,1,B2,0,6/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,729,81,B1,2,0,2,"2,500","1,768",1920,1,B1,0,5/24/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,730,1,B3,2,0,2,"1,800","1,744",1945,1,B3,0,10/17/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,730,11,B1,2,0,2,"2,000","1,848",1935,1,B1,0,2/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,730,11,B1,2,0,2,"2,000","1,848",1935,1,B1,0,6/15/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,731,3,B1,2,0,2,"1,800","2,200",1940,1,B1,"1,265,000",5/12/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,731,13,B1,2,0,2,"2,500","1,920",1940,1,B1,0,10/30/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,731,158,B1,2,0,2,"2,000","2,620",1960,1,B1,"1,280,000",8/25/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,741,15,B1,2,0,2,"1,842","1,620",1927,1,B1,0,1/18/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,741,16,B1,2,0,2,"1,842","1,620",1935,1,B1,0,10/10/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,741,53,B1,2,0,2,"2,000","1,440",1945,1,B1,0,11/1/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,741,115,B1,2,0,2,"1,842","1,620",1935,1,B1,0,2/7/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,743,17,B1,2,0,2,"2,599","2,024",1955,1,B1,"1,050,000",3/14/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,756,35,B1,2,0,2,"2,200","1,800",1964,1,B1,"1,155,000",7/19/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,759,36,B1,2,0,2,"2,100","2,360",1960,1,B1,0,5/24/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,760,11,B3,2,0,2,"4,000","1,699",1900,1,B3,0,1/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,762,29,B1,2,0,2,"1,617","3,273",1960,1,B1,0,9/18/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,770,7,B1,2,0,2,"2,000","1,935",1935,1,B1,0,1/10/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,770,284,B1,2,0,2,"2,200","1,584",1945,1,B1,"1,400,000",4/3/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,771,13,B1,2,0,2,"2,000","3,150",1925,1,B1,0,3/21/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,771,14,B1,2,0,2,"2,000","3,150",1925,1,B1,0,2/8/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,773,15,B1,2,0,2,"2,558","2,080",1935,1,B1,0,2/9/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,773,53,B1,2,0,2,"2,500","2,400",1935,1,B1,"1,500,000",9/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,781,25,B3,2,0,2,"2,279","1,970",1925,1,B3,0,5/5/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,781,30,B3,2,0,2,"2,500","1,232",1930,1,B3,"890,000",8/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,783,63,B3,2,0,2,"2,000","1,391",1920,1,B3,0,5/1/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,784,7,B2,2,0,2,"2,500","2,160",1925,1,B2,0,4/3/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,784,33,B1,2,0,2,"3,100","1,912",1925,1,B1,0,3/21/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,785,5,B1,2,0,2,"5,000","2,289",1925,1,B1,0,1/27/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,785,7,B1,2,0,2,"2,500","3,090",1910,1,B1,0,1/27/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,785,30,B1,2,0,2,825,"1,172",1920,1,B1,0,2/8/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,785,52,B9,2,0,2,"2,500","2,836",1965,1,B9,0,3/15/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,785,54,B2,2,0,2,"5,000","2,264",1890,1,B2,0,3/15/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,785,129,B9,2,0,2,"2,000","2,200",1950,1,B9,0,3/11/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,786,55,B1,2,0,2,"2,500","1,800",1930,1,B1,0,3/4/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,786,60,B2,2,0,2,"2,500","2,128",1925,1,B2,"1,320,000",6/22/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,787,38,B3,2,0,2,"2,000","1,320",1940,1,B3,0,9/27/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,792,138,B9,2,0,2,"3,450","1,463",1970,1,B9,"1,366,000",7/19/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,794,58,B2,2,0,2,"1,233","1,812",1900,1,B2,"955,000",9/6/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,794,158,B2,2,0,2,"1,233","1,812",1900,1,B2,"975,000",9/20/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,797,41,B2,2,0,2,"2,500","1,869",1920,1,B2,0,3/23/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,798,26,B1,2,0,2,"2,500","1,500",1870,1,B1,0,4/7/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,798,27,B1,2,0,2,"2,500","1,500",1870,1,B1,0,4/26/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,798,28,B1,2,0,2,"2,500","1,500",1870,1,B1,"1,035,000",4/24/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,798,33,B1,2,0,2,"2,500","1,750",1870,1,B1,0,1/5/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,803,73,S2,2,1,3,"2,500","2,400",1925,1,S2,"2,300,000",3/28/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,804,12,B3,2,0,2,"2,500","2,150",1930,1,B3,"1,080,000",1/4/2023
ASTORIA,02 TWO FAMILY DWELLINGS,1,804,125,B1,2,0,2,"1,157","1,600",1965,1,B1,0,7/6/2023
